PTC,PrintName,Category,GroupName,BrandName,lastInvoiceRate,SalesPrice2
SKU00183,Tata Plus 110 Soap 75g,Personal Care,Soap,Tata Plus 110,279.02,395.93
SKU03034,Garnier Plus 25 Juices 2L,Food & Beverages,Juices,Garnier Plus 25,59.89,69.83
SKU02984,Fevicol Plus 260 Cakes & Pastries 2pc,Bakery,Cakes & Pastries,Fevicol Plus 260,22.9,29.49
SKU01195,Dettol Plus 140 Cheese 200g,Dairy & Frozen,Cheese,Dettol Plus 140,539.06,660.91
SKU02853,Bikaji Plus 210 Sauces & Spreads 2pc,Food & Beverages,Sauces & Spreads,Bikaji Plus 210,49.43,59.18
SKU04543,Nestle Plus 238 Buns & Rolls Masala 250g,Bakery,Buns & Rolls,Nestle Plus 238,146.86,172.26
SKU01122,Nivea Plus 305 Spices 200g,Staples & Cooking,Spices,Nivea Plus 305,305.71,387.59
SKU02236,Aashirvaad Plus 159 Dishwash 500g,Home Care,Dishwash,Aashirvaad Plus 159,240.68,281.78
SKU02668,Kissan Plus 207 Toothpaste Fresh 1pc,Personal Care,Toothpaste,Kissan Plus 207,417.13,545.84
SKU03700,Tropicana Plus 46 Toys (basic) 2pc,Baby & Kids,Toys (basic),Tropicana Plus 46,130.58,168.61
SKU03224,Real Plus 111 Edible Oil Fresh 2L,Staples & Cooking,Edible Oil,Real Plus 111,143.92,171.38
SKU01183,Ariel Plus 297 Festival Packs 250g,Seasonal & Gifts,Festival Packs,Ariel Plus 297,441.38,493.74
SKU04185,Nestle Plus 238 Bread 100g,Bakery,Bread,Nestle Plus 238,128.19,144.01
SKU04294,Maggi Plus 76 Buns & Rolls 1pc,Bakery,Buns & Rolls,Maggi Plus 76,199.63,254.83
SKU00615,Classmate Organic 1pc,Health Foods,Organic,Classmate,323.93,396.23
SKU04909,Haldiram Plus 242 Tea 250g,Beverages (Premium),Tea,Haldiram Plus 242,116.93,133.2
SKU01467,Coca-Cola Ice Cream 2pc,Dairy & Frozen,Ice Cream,Coca-Cola,193.87,257.98
SKU00402,Tata Plus 237 Deodorant 200g,Personal Care,Deodorant,Tata Plus 237,181.79,239.1
SKU03043,Frooti Plus 136 Festival Packs Dark 500g,Seasonal & Gifts,Festival Packs,Frooti Plus 136,970.14,1323.15
SKU00935,Lifebuoy Plus 166 Diapers S,Baby & Kids,Diapers,Lifebuoy Plus 166,740.36,905.69
SKU02420,Clinic Plus Bread Dark 250g,Bakery,Bread,Clinic Plus,188.8,214.21
SKU04861,Colgate Plus 114 OTC Medicines 2pc,Health & Wellness,OTC Medicines,Colgate Plus 114,460.65,534.38
SKU04911,Camlin Plus 116 Rice 10kg,Staples & Cooking,Rice,Camlin Plus 116,168.36,200.94
SKU02642,Drools Plus 316 Buns & Rolls 100g,Bakery,Buns & Rolls,Drools Plus 316,173.54,233.06
SKU04018,Bikaji Plus 50 Soft Drinks 500g,Food & Beverages,Soft Drinks,Bikaji Plus 50,85.56,98.61
SKU00727,Haldiram Plus 66 Coffee 1pc,Beverages (Premium),Coffee,Haldiram Plus 66,652.58,718.85
SKU00827,Kohinoor Plus 224 Ready-to-eat 2pc,Convenience,Ready-to-eat,Kohinoor Plus 224,528.12,741.15
SKU01522,Cadbury Plus 352 Frozen Meals 500g,Dairy & Frozen,Frozen Meals,Cadbury Plus 352,33.64,38.66
SKU04857,Lifebuoy Plus 326 Makeup 1pc,Beauty & Cosmetics,Makeup,Lifebuoy Plus 326,709.27,1006.01
SKU02931,Bikaji Plus 10 First Aid Spicy 2pc,Health & Wellness,First Aid,Bikaji Plus 10,1021.83,1356.7
SKU00137,Kissan Plus 48 Coffee Dark 200g,Beverages (Premium),Coffee,Kissan Plus 48,718.63,847.62
SKU03591,Bikaji Plus 358 Bread Spicy 100g,Bakery,Bread,Bikaji Plus 358,219.69,257.58
SKU00629,India Gate Plus 59 Cheese 100g,Dairy & Frozen,Cheese,India Gate Plus 59,98.08,131.66
SKU00335,Glen Plus 233 Energy Drinks 2pc,Beverages (Premium),Energy Drinks,Glen Plus 233,1421.34,1939.47
SKU00391,Red Label Plus 75 Herbs 1pc,Fresh Produce,Herbs,Red Label Plus 75,109.21,140.4
SKU04388,Tata Plus 237 Ready-to-eat 250g,Convenience,Ready-to-eat,Tata Plus 237,228.08,317.15
SKU04905,Rin Plus 234 Dog Food Masala 500g,Pet Care,Dog Food,Rin Plus 234,1011.08,1255.5
SKU03833,Tide Cat Food 500g,Pet Care,Cat Food,Tide,234.29,318.59
SKU01818,Red Label Plus 241 Confectionery 500g,Food & Beverages,Confectionery,Red Label Plus 241,38.1,45.62
SKU00401,Colgate Plus 90 Batteries 100g,Electronics & Batteries,Batteries,Colgate Plus 90,1161.79,1304.94
SKU00711,Tide Dog Food 250g,Pet Care,Dog Food,Tide,753.22,941.48
SKU01040,Camlin Plus 116 Edible Oil Classic 2L,Staples & Cooking,Edible Oil,Camlin Plus 116,65.75,75.14
SKU03990,Maggi Plus 342 Ice Cream 200g,Dairy & Frozen,Ice Cream,Maggi Plus 342,237.86,314.89
SKU03360,Pantene Plus 236 Spices 100g,Staples & Cooking,Spices,Pantene Plus 236,63.62,82.62
SKU00047,Drools Plus 324 Storage 1pc,Kitchen & Home,Storage,Drools Plus 324,4833.81,5860.55
SKU01562,Pantene Motor Oils (small) 500ml,Automotive,Motor Oils (small),Pantene,1544.03,1841.5
SKU04800,Lifebuoy Plus 73 Toothpaste 500g,Personal Care,Toothpaste,Lifebuoy Plus 73,287.82,397.04
SKU03643,Kohinoor Plus 224 Skin Care 500g,Personal Care,Skin Care,Kohinoor Plus 224,480.46,690.35
SKU03727,Haldiram Cheese 100g,Dairy & Frozen,Cheese,Haldiram,164.15,208.34
SKU04983,Bikaji Plus 210 Kitchen Utensils 100g,Kitchen & Home,Kitchen Utensils,Bikaji Plus 210,707.81,823.9
SKU01113,Drools Plus 324 Storage 250g,Kitchen & Home,Storage,Drools Plus 324,3929.45,5180.89
SKU02514,Himalaya Edible Oil Mint 2L,Staples & Cooking,Edible Oil,Himalaya,419.52,523.16
SKU03609,Glen Plus 135 Kitchen Utensils Masala 500g,Kitchen & Home,Kitchen Utensils,Glen Plus 135,4972.36,5610.6
SKU01224,Coca-Cola Plus 252 Vegetables 500g,Fresh Produce,Vegetables,Coca-Cola Plus 252,299.11,380.6
SKU04061,Bikaji Plus 319 Laundry Detergent 100g,Home Care,Laundry Detergent,Bikaji Plus 319,352.34,407.61
SKU03024,Tide Plus 246 Floor Cleaner Honey 500g,Home Care,Floor Cleaner,Tide Plus 246,524.53,673.78
SKU02422,Cadbury Plus 289 Nail Care 1pc,Beauty & Cosmetics,Nail Care,Cadbury Plus 289,2024.93,2811.86
SKU01509,Clinic Plus Buns & Rolls Mint 100g,Bakery,Buns & Rolls,Clinic Plus,89.26,113.02
SKU01751,Bingo Plus 109 Juices 500ml,Food & Beverages,Juices,Bingo Plus 109,121.31,172.62
SKU04838,India Gate Plus 128 Chips & Namkeen 1pc,Food & Beverages,Chips & Namkeen,India Gate Plus 128,199.97,248.91
SKU04097,Lifebuoy Plus 338 Seeds Fresh 2pc,Gardening,Seeds,Lifebuoy Plus 338,1151.89,1580.59
SKU01800,Bajaj Plus 360 Fruits 500g,Fresh Produce,Fruits,Bajaj Plus 360,97.34,124.36
SKU00339,Godrej Plus 62 Seeds Spicy 500g,Gardening,Seeds,Godrej Plus 62,346.65,388.03
SKU00216,Dettol Plus 303 Atta & Flour 5kg,Staples & Cooking,Atta & Flour,Dettol Plus 303,456.27,520.56
SKU03664,Harpic Plus 54 Ready-to-eat 500g,Convenience,Ready-to-eat,Harpic Plus 54,785.91,898.79
SKU01342,Godrej Plus 144 Pulses Masala 200g,Staples & Cooking,Pulses,Godrej Plus 144,374.38,535
SKU00012,Raymond Plus 106 Atta & Flour 2kg,Staples & Cooking,Atta & Flour,Raymond Plus 106,511.14,679.39
SKU01521,Himalaya Plus 274 Energy Drinks Mint 250g,Beverages (Premium),Energy Drinks,Himalaya Plus 274,999.16,1242.62
SKU03641,MamaEarth Plus 323 Laundry Detergent Classic 250g,Home Care,Laundry Detergent,MamaEarth Plus 323,380.32,448.33
SKU03938,Camlin Plus 29 Batteries 500g,Electronics & Batteries,Batteries,Camlin Plus 29,484.85,588.56
SKU04428,Tata Plus 300 Small Electronics (chargers) 100g,Electronics & Batteries,Small Electronics (chargers),Tata Plus 300,2563.99,2920.96
SKU03005,Tide Plus 126 Gift Wrap 250g,Seasonal & Gifts,Gift Wrap,Tide Plus 126,206.6,292.29
SKU02865,Pampers Plus 220 Skin Care Spicy 1pc,Personal Care,Skin Care,Pampers Plus 220,206.37,272.61
SKU03116,Classmate Plus 11 Coffee Classic 200g,Beverages (Premium),Coffee,Classmate Plus 11,368.32,430.21
SKU04841,Fevicol Plus 57 Fruits Honey 250g,Fresh Produce,Fruits,Fevicol Plus 57,205.12,290.72
SKU02323,Coca-Cola Paneer 100g,Dairy & Frozen,Paneer,Coca-Cola,36.83,43.57
SKU02572,CloseUp Plus 209 Floor Cleaner 100g,Home Care,Floor Cleaner,CloseUp Plus 209,618,752.14
SKU02914,Camlin Plus 266 Sanitary 100g,Personal Care,Sanitary,Camlin Plus 266,266.75,321.91
SKU00102,Coca-Cola Plus 251 Ice Cream Dark 250g,Dairy & Frozen,Ice Cream,Coca-Cola Plus 251,423.65,571.46
SKU03550,Castrol Plus 71 Dog Food 2pc,Pet Care,Dog Food,Castrol Plus 71,133.49,160.92
SKU01459,Fevicol Plus 217 Vegetables 250g,Fresh Produce,Vegetables,Fevicol Plus 217,58.42,82.32
SKU00172,MTR Plus 133 Notebooks 2pc,Stationery,Notebooks,MTR Plus 133,225.87,276.36
SKU00108,Tata Plus 237 Skin Care Fresh 250g,Personal Care,Skin Care,Tata Plus 237,479.46,588.37
SKU04197,Glen Plus 135 Juices 2L,Food & Beverages,Juices,Glen Plus 135,229.75,303.7
SKU03570,Real Plus 256 Toothpaste 500g,Personal Care,Toothpaste,Real Plus 256,479.53,631.37
SKU04992,Godrej Plus 91 Dishwash 100g,Home Care,Dishwash,Godrej Plus 91,77.24,98.86
SKU04296,Lux Plus 314 Makeup 2pc,Beauty & Cosmetics,Makeup,Lux Plus 314,2308.16,2592.89
SKU04064,Parle Plus 60 Instant Foods Mint 100g,Food & Beverages,Instant Foods,Parle Plus 60,162.83,212.02
SKU03862,Red Label Plus 241 Soft Drinks 1pc,Food & Beverages,Soft Drinks,Red Label Plus 241,162.92,223.53
SKU04123,Harpic Plus 322 Atta & Flour 2kg,Staples & Cooking,Atta & Flour,Harpic Plus 322,682.15,814.58
SKU04630,Borosil Plus 99 Dishwash Dark 250g,Home Care,Dishwash,Borosil Plus 99,230.46,274.38
SKU00061,Godrej Plus 62 Sugar 1pc,Staples & Cooking,Sugar,Godrej Plus 62,535.46,655.69
SKU01241,Amul Plus 38 Chocolates 300g,Food & Beverages,Chocolates,Amul Plus 38,60.97,80.2
SKU04638,Lifebuoy Plus 73 Sanitary 100g,Personal Care,Sanitary,Lifebuoy Plus 73,83.47,116.1
SKU01041,Surf Excel Plus 129 Chips & Namkeen Dark 250g,Food & Beverages,Chips & Namkeen,,67.33,89.65
SKU04188,Dove Supplements Classic 2pc,Health & Wellness,Supplements,Dove,700.23,969.91
SKU02761,Garnier Plus 25 Snacks 500g,Food & Beverages,Snacks,Garnier Plus 25,169.23,241.88
SKU02121,Patanjali Soft Drinks 2pc,Food & Beverages,Soft Drinks,Patanjali,19.62,28.21
SKU01525,Maggi Plus 341 Atta & Flour 1kg,Staples & Cooking,Atta & Flour,Maggi Plus 341,50.19,56.2
SKU03522,Patanjali Plus 146 Energy Drinks Mint 200g,Beverages (Premium),Energy Drinks,Patanjali Plus 146,512.12,608.46
SKU00154,Coca-Cola Plus 306 Milk 2L,Dairy & Frozen,Milk,Coca-Cola Plus 306,159.45,188.35
SKU02249,Daawat Toilet Cleaner 100g,Home Care,Toilet Cleaner,Daawat,255.69,359.11
SKU00482,MamaEarth Plus 321 Air Freshener Dark 1pc,Home Care,Air Freshener,MamaEarth Plus 321,461.89,556.62
SKU04234,Colgate Plus 114 Supplements 250g,Health & Wellness,Supplements,Colgate Plus 114,1131.15,1327.61
SKU04306,Borosil Plus 271 Floor Cleaner 200g,Home Care,Floor Cleaner,Borosil Plus 271,506.82,580.83
SKU03579,Camlin Plus 42 Dishwash Classic 500g,Home Care,Dishwash,Camlin Plus 42,274.58,307.21
SKU04126,Red Label Plus 75 Gluten-Free 200g,Health Foods,Gluten-Free,Red Label Plus 75,917.42,1190.76
SKU03563,MamaEarth Plus 346 Fruits 200g,Fresh Produce,Fruits,MamaEarth Plus 346,158.05,224.44
SKU03316,Maggi Plus 26 OTC Medicines 200g,Health & Wellness,OTC Medicines,Maggi Plus 26,304.36,437.58
SKU01763,Kelloggs Plus 208 Sugar 200g,Staples & Cooking,Sugar,Kelloggs Plus 208,312.92,383.53
SKU03539,Tropicana Plus 219 Coffee Classic 2pc,Beverages (Premium),Coffee,Tropicana Plus 219,544.66,674.64
SKU04804,Classmate Herbs 250g,Fresh Produce,Herbs,Classmate,7.93,10.39
SKU00751,Coca-Cola Plus 306 Frozen Meals 1pc,Dairy & Frozen,Frozen Meals,Coca-Cola Plus 306,392.94,500.68
SKU03620,Amul Plus 201 Hair Color Dark 500g,Beauty & Cosmetics,Hair Color,Amul Plus 201,2548.12,3231.42
SKU01786,Fevicol Plus 105 Energy Drinks 1pc,Beverages (Premium),Energy Drinks,Fevicol Plus 105,1161.48,1374.16
SKU04271,CloseUp Plus 216 Skin Care 500g,Personal Care,Skin Care,CloseUp Plus 216,433.77,615.38
SKU03384,Ariel Plus 297 Bread 100g,Bakery,Bread,Ariel Plus 297,248.66,294.99
SKU04349,Tata Plus 312 Bread 1pc,Bakery,Bread,Tata Plus 312,240.96,305.9
SKU00406,CloseUp Plus 206 Fruits 200g,Fresh Produce,Fruits,CloseUp Plus 206,206.3,242
SKU00758,Red Label Plus 134 Milk 250ml,Dairy & Frozen,Milk,Red Label Plus 134,237.01,335.32
SKU02712,Fevicol Plus 174 Breakfast Cereals 1pc,Food & Beverages,Breakfast Cereals,Fevicol Plus 174,145.44,190.2
SKU02671,Classmate Plus 102 Organic 2pc,Health Foods,Organic,Classmate Plus 102,1122.22,1258.02
SKU03984,Harpic OTC Medicines 100g,Health & Wellness,OTC Medicines,Harpic,1615.79,2320.68
SKU00098,Lifebuoy Ice Cream 250g,Dairy & Frozen,Ice Cream,Lifebuoy,130.41,166.15
SKU01334,Haldiram Plus 51 Art Supplies Honey 250g,Stationery,Art Supplies,Haldiram Plus 51,43.44,48.78
SKU04452,Kissan Plus 207 Sanitary 250g,Personal Care,Sanitary,Kissan Plus 207,515.22,576.95
SKU02792,Borosil Car Care 100g,Automotive,Car Care,Borosil,2288.77,2999.87
SKU02855,Bajaj Plus 103 Skin Care 100g,Personal Care,Skin Care,Bajaj Plus 103,199.59,228.08
SKU00187,Tide Plus 126 Buns & Rolls 100g,Bakery,Buns & Rolls,Tide Plus 126,110.67,136.65
SKU04004,Pampers Plus 96 Floor Cleaner 2pc,Home Care,Floor Cleaner,Pampers Plus 96,618.09,686.89
SKU02724,Himalaya Plus 276 Organic Dark 100g,Health Foods,Organic,Himalaya Plus 276,1464.24,1898.42
SKU03584,Cadbury Plus 289 Nail Care 2pc,Beauty & Cosmetics,Nail Care,Cadbury Plus 289,1239.11,1688.03
SKU02059,Borosil Plus 253 Rice Classic 5kg,Staples & Cooking,Rice,Borosil Plus 253,263.5,350.34
SKU01320,Aashirvaad Plus 159 Air Freshener Dark 250g,Home Care,Air Freshener,Aashirvaad Plus 159,263.87,300.93
SKU00149,Haldiram Plus 84 Skin Care 200g,Personal Care,Skin Care,Haldiram Plus 84,213.66,265.95
SKU00029,Coca-Cola Plus 251 Milk 250ml,Dairy & Frozen,Milk,Coca-Cola Plus 251,328.26,449.11
SKU04141,Bingo Plus 327 Tea 2pc,Beverages (Premium),Tea,Bingo Plus 327,663.49,845.32
SKU04010,Kissan Plus 48 Coffee 250g,Beverages (Premium),Coffee,Kissan Plus 48,946.02,1202.36
SKU03364,Aashirvaad Plus 118 Sugar 100g,Staples & Cooking,Sugar,Aashirvaad Plus 118,376.3,440.42
SKU00693,Colgate Plus 131 Ice Cream 200g,Dairy & Frozen,Ice Cream,Colgate Plus 131,284.62,327.51
SKU02867,Classmate Plus 188 Makeup Classic 250g,Beauty & Cosmetics,Makeup,Classmate Plus 188,2802.5,3325.64
SKU03777,Bingo Plus 244 Cookware Spicy 1pc,Kitchen & Home,Cookware,Bingo Plus 244,1574.99,2112
SKU01387,Colgate Plus 45 Storage 250g,Kitchen & Home,Storage,Colgate Plus 45,3895.09,5116.38
SKU01846,Parle Storage 100g,Kitchen & Home,Storage,Parle,528.18,748.4
SKU04731,Colgate Plus 348 Batteries Spicy 1pc,Electronics & Batteries,Batteries,Colgate Plus 348,1914.27,2592.85
SKU00130,Godrej Plus 144 Edible Oil 500ml,Staples & Cooking,Edible Oil,Godrej Plus 144,419.79,494.15
SKU01600,Cadbury Plus 280 Energy Drinks 200g,Beverages (Premium),Energy Drinks,Cadbury Plus 280,921.87,1031.04
SKU03630,Dove Plus 68 Cakes & Pastries 200g,Bakery,Cakes & Pastries,Dove Plus 68,48.67,53.6
SKU04504,Amul Toilet Cleaner 1pc,Home Care,Toilet Cleaner,Amul,201.43,232.77
SKU00702,Pantene Car Care Fresh 100g,Automotive,Car Care,Pantene,1267.92,1715.36
SKU03983,Bingo Car Care 200g,Automotive,Car Care,Bingo,593.6,670.7
SKU03029,Glen Plus 308 Motor Oils (small) Mint 500ml,Automotive,Motor Oils (small),Glen Plus 308,2167.06,2971.51
SKU02970,Red Label Plus 309 Paneer 200g,Dairy & Frozen,Paneer,Red Label Plus 309,363.81,401.97
SKU04357,Nestle Plus 333 Makeup Fresh 100g,Beauty & Cosmetics,Makeup,Nestle Plus 333,966.31,1366.25
SKU01709,Bajaj Plus 360 Vegetables 250g,Fresh Produce,Vegetables,Bajaj Plus 360,62,68.3
SKU02954,Aashirvaad Plus 118 Rice 5kg,Staples & Cooking,Rice,Aashirvaad Plus 118,157.59,204.62
SKU00455,Aashirvaad Plus 159 Laundry Detergent 250g,Home Care,Laundry Detergent,Aashirvaad Plus 159,174.54,220.29
SKU02869,Lifebuoy Plus 296 Coffee 500g,Beverages (Premium),Coffee,Lifebuoy Plus 296,432.77,531.9
SKU02041,Pantene Paneer 500g,Dairy & Frozen,Paneer,Pantene,30.15,41.05
SKU01773,Camlin Plus 266 Skin Care 250g,Personal Care,Skin Care,Camlin Plus 266,553.33,701.84
SKU02316,Bingo Plus 61 Toys (basic) 200g,Baby & Kids,Toys (basic),Bingo Plus 61,100.69,115.09
SKU00610,Dove Plus 68 Buns & Rolls 1pc,Bakery,Buns & Rolls,Dove Plus 68,266.23,340.22
SKU00168,Colgate Plus 100 Meal Kits 250g,Convenience,Meal Kits,Colgate Plus 100,761.83,1056.62
SKU00731,Ariel Plus 44 Buns & Rolls 250g,Bakery,Buns & Rolls,Ariel Plus 44,120.72,152.21
SKU04249,Fiama Plus 85 Supplements 200g,Health & Wellness,Supplements,Fiama Plus 85,847.9,1138.55
SKU03359,Tata Plus 110 Sanitary 500g,Personal Care,Sanitary,Tata Plus 110,236.07,262.42
SKU02075,Garnier Plus 117 Diapers Mint M,Baby & Kids,Diapers,Garnier Plus 117,1204.74,1430.45
SKU04040,Camlin Shampoo 250g,Personal Care,Shampoo,,370.05,454.49
SKU03701,Nestle Plus 124 Cakes & Pastries 1pc,Bakery,Cakes & Pastries,Nestle Plus 124,83.33,113.93
SKU01623,Fevicol Plus 174 Sauces & Spreads 250g,Food & Beverages,Sauces & Spreads,Fevicol Plus 174,230.64,322.71
SKU00588,Glen Plus 189 Fruits 200g,Fresh Produce,Fruits,Glen Plus 189,220.75,290.22
SKU01402,Cadbury Plus 175 Chocolates 50g,Food & Beverages,Chocolates,Cadbury Plus 175,54.76,76.38
SKU03046,Tata Pulses 250g,Staples & Cooking,Pulses,Tata,45.75,62.76
SKU03225,Colgate Plus 90 Small Electronics (chargers) 2pc,Electronics & Batteries,Small Electronics (chargers),Colgate Plus 90,802.06,905.27
SKU01701,Aashirvaad Plus 86 Ice Cream 100g,Dairy & Frozen,Ice Cream,Aashirvaad Plus 86,134.91,194.36
SKU03089,Tata Plus 312 Bread Mint 100g,Bakery,Bread,Tata Plus 312,38.46,49.59
SKU04391,MamaEarth Plus 173 Wipes Fresh 100g,Baby & Kids,Wipes,MamaEarth Plus 173,795.22,1100.25
SKU02982,Coca-Cola Frozen Meals 2pc,Dairy & Frozen,Frozen Meals,Coca-Cola,103.49,124.27
SKU00041,Raymond Plus 106 Rice Fresh 1kg,Staples & Cooking,Rice,Raymond Plus 106,278.36,321.75
SKU01380,Dettol Plus 245 Deodorant 500g,Personal Care,Deodorant,Dettol Plus 245,161.78,179.33
SKU02090,Pantene Plus 236 Edible Oil Masala 2L,Staples & Cooking,Edible Oil,Pantene Plus 236,799.51,953.23
SKU02176,Surf Excel Plus 120 Bread 500g,Bakery,Bread,Surf Excel Plus 120,113.49,150.4
SKU03218,Kohinoor Diapers M,Baby & Kids,Diapers,Kohinoor,323.02,448.93
SKU02886,Godrej Plus 325 Sauces & Spreads 100g,Food & Beverages,Sauces & Spreads,Godrej Plus 325,18.64,25.72
SKU00075,Classmate Plus 119 Pens 200g,Stationery,Pens,Classmate Plus 119,158.41,179.82
SKU03910,India Gate Plus 235 Nail Care 1pc,Beauty & Cosmetics,Nail Care,India Gate Plus 235,1216.26,1463.13
SKU04965,Nestle Plus 359 Cat Food 2pc,Pet Care,Cat Food,Nestle Plus 359,100.79,141.06
SKU02658,Aashirvaad Cheese Honey 500g,Dairy & Frozen,Cheese,Aashirvaad,32.47,46.93
SKU03181,Ariel Plus 297 Cakes & Pastries Spicy 200g,Bakery,Cakes & Pastries,Ariel Plus 297,60.62,72.25
SKU02077,Kissan Plus 164 OTC Medicines 500g,Health & Wellness,OTC Medicines,Kissan Plus 164,733.15,882.76
SKU00442,Lifebuoy Plus 73 Soap 75g,Personal Care,Soap,Lifebuoy Plus 73,583.92,644.54
SKU04052,Rin Plus 93 Sauces & Spreads 1pc,Food & Beverages,Sauces & Spreads,Rin Plus 93,55.58,79.72
SKU02052,MamaEarth Plus 43 Edible Oil 1L,Staples & Cooking,Edible Oil,MamaEarth Plus 43,353.18,429.03
SKU02542,Maggi Plus 317 Energy Drinks 2pc,Beverages (Premium),Energy Drinks,Maggi Plus 317,1107.85,1551.75
SKU03307,Garnier Plus 284 Coffee Dark 200g,Beverages (Premium),Coffee,Garnier Plus 284,963.08,1078.43
SKU01302,Garnier Plus 25 Kitchen Utensils 2pc,Kitchen & Home,Kitchen Utensils,Garnier Plus 25,1634.46,2234.23
SKU01782,Haldiram Cheese 2pc,Dairy & Frozen,Cheese,Haldiram,389.85,433.71
SKU04815,CloseUp Meal Kits 250g,Convenience,Meal Kits,CloseUp,548.06,637.17
SKU03431,Classmate Plus 119 Art Supplies 500g,Stationery,Art Supplies,Classmate Plus 119,83.44,103.9
SKU01305,Pedigree Nail Care 200g,Beauty & Cosmetics,Nail Care,Pedigree,2410.69,3184.98
SKU00237,Real Plus 222 Notebooks Mint 250g,Stationery,Notebooks,Real Plus 222,186.5,262.99
SKU02600,Cadbury Plus 175 Chips & Namkeen 100g,Food & Beverages,Chips & Namkeen,Cadbury Plus 175,166.53,224.15
SKU00521,Surf Excel Hair Color 500g,Beauty & Cosmetics,Hair Color,Surf Excel,919.43,1063.95
SKU02574,Pampers Plus 273 Meal Kits 250g,Convenience,Meal Kits,Pampers Plus 273,313.3,379.71
SKU03281,Camlin Plus 101 OTC Medicines 500g,Health & Wellness,OTC Medicines,Camlin Plus 101,95.94,115.18
SKU03187,Nivea Plus 263 Atta & Flour 5kg,Staples & Cooking,Atta & Flour,Nivea Plus 263,498.62,714.72
SKU02769,Tata Plus 239 Ice Cream 500g,Dairy & Frozen,Ice Cream,Tata Plus 239,318.22,453.32
SKU00736,Garnier Plus 357 Air Freshener 500g,Home Care,Air Freshener,Garnier Plus 357,355.8,434.08
SKU04704,Lifebuoy Plus 326 Makeup Fresh 100g,Beauty & Cosmetics,Makeup,Lifebuoy Plus 326,513.41,729.89
SKU04930,CloseUp Sanitary Classic 500g,Personal Care,Sanitary,CloseUp,483.29,667.18
SKU02107,Lifebuoy Plus 211 Tea 2pc,Beverages (Premium),Tea,Lifebuoy Plus 211,798.47,953.43
SKU02680,Nivea Plus 30 Frozen Meals 250g,Dairy & Frozen,Frozen Meals,Nivea Plus 30,450.72,553.42
SKU03230,MTR Plus 98 Art Supplies 2pc,Stationery,Art Supplies,MTR Plus 98,123.33,146.23
SKU02762,Classmate Plus 119 Notebooks 250g,Stationery,Notebooks,Classmate Plus 119,236.64,288.34
SKU00593,Tata Plus 312 Cakes & Pastries 500g,Bakery,Cakes & Pastries,Tata Plus 312,238.72,262.95
SKU01304,Himalaya Basic Tools 1pc,Gardening,Basic Tools,Himalaya,697.42,821.09
SKU01388,Rin Plus 362 Soap 3 x 100g,Personal Care,Soap,Rin Plus 362,88.57,124.74
SKU04696,Amul Air Freshener Dark 200g,Home Care,Air Freshener,Amul,249.16,349.3
SKU04527,Raymond Plus 169 Gift Wrap 200g,Seasonal & Gifts,Gift Wrap,Raymond Plus 169,1521.8,1822.8
SKU03948,Huggies Sugar 500g,Staples & Cooking,Sugar,Huggies,160.07,188.98
SKU01891,Glen Plus 135 Breakfast Cereals 200g,Food & Beverages,Breakfast Cereals,Glen Plus 135,40.92,58.19
SKU02988,Glen Plus 135 Instant Foods 200g,Food & Beverages,Instant Foods,Glen Plus 135,143.9,164.02
SKU04925,Pepsi Plus 277 Diapers M,Baby & Kids,Diapers,Pepsi Plus 277,908.58,1168.42
SKU03298,Harpic Plus 56 Ice Cream 200g,Dairy & Frozen,Ice Cream,Harpic Plus 56,43,48.75
SKU00905,Tata Tea Plus 283 Sauces & Spreads 2pc,Food & Beverages,Sauces & Spreads,Tata Tea Plus 283,28.31,32.97
SKU04610,Tata Plus 110 Deodorant 2pc,Personal Care,Deodorant,Tata Plus 110,193.07,248.58
SKU01280,Fiama Notebooks 200g,Stationery,Notebooks,Fiama,329.15,391.56
SKU00934,Kohinoor Plus 82 Sauces & Spreads 250g,Food & Beverages,Sauces & Spreads,Kohinoor Plus 82,155.4,220.59
SKU04900,Kohinoor Plus 82 Snacks 250g,Food & Beverages,Snacks,Kohinoor Plus 82,103.49,143.12
SKU02309,Patanjali Plus 58 Storage 200g,Kitchen & Home,Storage,Patanjali Plus 58,2087.54,2422.84
SKU01556,Red Label Plus 309 Motor Oils (small) 500ml,Automotive,Motor Oils (small),Red Label Plus 309,843.67,1075.84
SKU04534,Pantene Plus 236 Seeds 1pc,Gardening,Seeds,Pantene Plus 236,1277.14,1848.1
SKU03191,Dettol Plus 245 Meal Kits 1pc,Convenience,Meal Kits,Dettol Plus 245,523.42,629.88
SKU04442,Real Plus 256 Meal Kits Honey 2pc,Convenience,Meal Kits,Real Plus 256,934.14,1205.3
SKU00707,Glen Plus 189 Herbs 2pc,Fresh Produce,Herbs,Glen Plus 189,82.84,103.98
SKU04691,Colgate Plus 100 Meal Kits 2pc,Convenience,Meal Kits,Colgate Plus 100,752.35,963.05
SKU03071,Clinic Plus Plus 258 Art Supplies 200g,Stationery,Art Supplies,Clinic Plus Plus 258,233.8,310.35
SKU00746,Kohinoor Plus 123 Pet Accessories 200g,Pet Care,Pet Accessories,Kohinoor Plus 123,101.7,135.81
SKU03595,Kohinoor Plus 82 Snacks 1pc,Food & Beverages,Snacks,Kohinoor Plus 82,182.78,227.35
